Pattern,Request Time (seconds),PHP Time (seconds)
W-1-256,0.737787,0.001996
W-1-256,0.948394,0.001975
W-1-256,0.777634,0.001951
W-1-256,0.515303,0.001929
W-1-256,0.659927,0.001059
W-1-256,0.446621,0.002001
W-1-256,0.950171,0.001923
W-1-256,0.372510,0.001425
W-1-256,0.729549,0.002003
W-1-256,0.677756,0.001922
W-1-256,0.779173,0.001917
W-1-256,0.627850,0.001867
W-1-256,0.886149,0.002105
W-1-256,1.415945,0.001623
W-1-256,0.493624,0.002026
W-1-256,1.284482,0.001993
W-1-256,0.470942,0.002096
W-1-256,0.423867,0.001559
W-1-256,0.424723,0.001210
W-1-256,0.500692,0.001952
W-1-256,0.286893,0.002139
W-1-256,0.536191,0.002038
W-1-256,0.566592,0.002007
W-1-256,0.953147,0.002005
W-1-256,1.054060,0.002005
W-1-256,1.392437,0.001979
W-1-256,0.529004,0.001980
W-1-256,0.703717,0.002007
W-1-256,0.640063,0.001892
W-1-256,0.499405,0.001890
W-1-256,0.647101,0.002010
W-1-256,0.401645,0.001934
W-1-256,1.270172,0.002004
W-1-256,0.438105,0.001949
W-1-256,0.975495,0.002015
W-1-256,0.558082,0.001983
W-1-256,1.657200,1.001945
W-1-256,0.440345,0.002015
W-1-256,0.555517,0.001994
W-1-256,0.209748,0.002079
W-1-256,0.996895,0.001913
W-1-256,0.564175,0.001931
W-1-256,0.903345,0.001908
W-1-256,0.355663,0.001600
W-1-256,0.536294,0.001971
W-1-256,0.544229,0.001969
W-1-256,0.701635,0.002164
W-1-256,0.488519,0.001346
W-1-256,0.420291,0.001423
W-1-256,0.682578,0.002004
W-1-256,0.537052,0.001972
W-1-256,0.662433,0.001213
W-1-256,0.457840,0.002073
W-1-256,0.776198,0.001908
W-1-256,0.214562,0.002031
W-1-256,0.299990,0.001895
W-1-256,0.636627,0.001987
W-1-256,0.787974,0.002000
W-1-256,0.666908,0.001948
W-1-256,0.227001,0.002214
W-1-256,0.392668,0.001897
W-1-256,0.777876,0.002065
W-1-256,0.501379,0.001784
W-1-256,0.493171,0.002059
W-1-256,0.812643,0.001354
W-1-256,0.920771,0.001893
W-1-256,0.487180,0.002056
W-1-256,0.449582,0.001940
W-1-256,1.094985,0.002038
W-1-256,1.605740,0.002002
W-1-256,0.186825,0.002131
W-1-256,0.670993,0.001953
W-1-256,0.300287,0.002108
W-1-256,0.582502,0.001983
W-1-256,0.537503,0.002103
W-1-256,0.435399,0.001944
W-1-256,0.628885,0.002029
W-1-256,0.829863,0.001789
W-1-256,0.611349,0.002009
W-1-256,0.712368,0.001998
W-1-256,0.653362,0.001916
W-1-256,0.382209,0.002242
W-1-256,0.470541,0.001314
W-1-256,0.709510,0.001922
W-1-256,0.845436,0.001952
W-1-256,0.400142,0.001779
W-1-256,0.565705,0.001955
W-1-256,0.191975,0.001820
W-1-256,1.479942,0.001899
W-1-256,0.191933,0.002086
W-1-256,0.214503,0.002050
W-1-256,0.834012,0.001944
W-1-256,1.257432,0.001992
W-1-256,0.413845,0.001987
W-1-256,0.717372,0.001970
W-1-256,0.393565,0.002067
W-1-256,0.842673,0.001976
W-1-256,0.611896,0.001858
W-1-256,0.662998,0.001915
W-1-256,0.481701,0.001967
W-1-256,0.463045,0.002061
W-1-256,0.723641,0.001896
W-1-256,0.608958,0.002079
W-1-256,1.807058,0.001953
W-1-256,1.408718,0.001239
W-1-256,0.815589,0.002054
W-1-256,0.593832,0.001990
W-1-256,0.440217,0.001722
W-1-256,0.658413,0.002001
W-1-256,0.655995,0.001970
W-1-256,0.578185,0.001968
W-1-256,0.287536,0.001992
W-1-256,0.728750,0.001961
W-1-256,0.790648,0.001948
W-1-256,0.870714,0.002050
W-1-256,0.460800,0.000871
W-1-256,0.784055,0.001863
W-1-256,0.628323,0.001958
W-1-256,0.619062,0.002070
W-1-256,0.960059,0.002003
W-1-256,0.428802,0.001945
W-1-256,0.712577,0.001922
W-1-256,0.777290,0.001943
W-1-256,0.784530,0.002031
W-1-256,0.380713,0.002027
W-1-256,0.401784,0.001912
W-1-256,0.444581,0.001942
W-1-256,0.551841,0.001794
W-1-256,0.708535,0.002045
W-1-256,0.663343,0.002066
W-1-256,0.422873,0.002017
W-1-256,0.808192,0.002087
