Pattern,Request Time (seconds),PHP Time (seconds)
W-1-256,0.460140,0.001936
W-1-256,0.558818,0.002091
W-1-256,0.598309,0.001753
W-1-256,0.623882,0.001945
W-1-256,0.226966,0.002065
W-1-256,1.570091,0.001918
W-1-256,0.392068,0.001944
W-1-256,0.645569,0.001647
W-1-256,0.380612,0.001798
W-1-256,0.720807,0.001582
W-1-256,0.971781,0.001979
W-1-256,0.735809,0.001943
W-1-256,0.823377,0.001501
W-1-256,0.710952,0.001982
W-1-256,0.766961,0.001403
W-1-256,0.393672,0.001987
W-1-256,0.676496,0.001952
W-1-256,0.386002,0.001623
W-1-256,0.924932,0.001985
W-1-256,0.493342,0.002062
W-1-256,0.423553,0.002013
W-1-256,0.392584,0.002095
W-1-256,0.728853,0.001898
W-1-256,0.808362,0.002064
W-1-256,0.383046,0.002013
W-1-256,0.460508,0.002068
W-1-256,0.594046,0.002199
W-1-256,0.727303,0.001532
W-1-256,0.629230,0.002140
W-1-256,0.406064,0.001018
W-1-256,0.366907,0.001927
W-1-256,1.269372,0.001393
W-1-256,1.398558,0.000987
W-1-256,0.459871,0.002036
W-1-256,0.738098,0.001938
W-1-256,0.568061,0.001765
W-1-256,0.734821,0.001871
W-1-256,0.626781,0.001453
W-1-256,0.885622,0.002089
W-1-256,0.647138,0.001584
W-1-256,0.442861,0.001991
W-1-256,0.699307,0.002134
W-1-256,0.673615,0.002044
W-1-256,0.483435,0.001937
W-1-256,0.726577,0.001967
W-1-256,1.067103,0.001937
W-1-256,0.186698,0.002099
W-1-256,0.252855,0.002036
W-1-256,0.381563,0.001973
W-1-256,0.514766,0.001819
W-1-256,0.607984,0.001938
W-1-256,1.388148,0.001997
W-1-256,0.695557,0.001894
W-1-256,1.182868,0.001991
W-1-256,0.859056,0.001929
W-1-256,1.288790,0.001930
W-1-256,0.797673,0.001975
W-1-256,0.432626,0.001955
W-1-256,1.610326,1.001759
W-1-256,0.500363,0.001908
W-1-256,0.289475,0.001344
W-1-256,0.667955,0.001732
W-1-256,0.876813,0.002064
W-1-256,0.425106,0.001999
W-1-256,0.367003,0.002067
W-1-256,0.893205,0.002164
W-1-256,0.401789,0.001674
W-1-256,0.719671,0.001947
W-1-256,0.463072,0.002022
W-1-256,0.369027,0.001418
W-1-256,1.562309,0.001999
W-1-256,0.425656,0.002020
W-1-256,0.663273,0.002037
W-1-256,0.218635,0.002168
W-1-256,0.634345,0.001997
W-1-256,0.556235,0.001923
W-1-256,0.337692,0.002045
W-1-256,1.206447,0.002083
W-1-256,0.740245,0.001959
W-1-256,1.757517,0.001922
W-1-256,0.785055,0.001943
W-1-256,0.187268,0.001971
W-1-256,0.611003,0.001694
W-1-256,0.423338,0.001190
W-1-256,0.544397,0.002110
W-1-256,1.006733,0.001881
W-1-256,0.808074,0.001958
W-1-256,0.769914,0.001898
W-1-256,0.637752,0.001935
W-1-256,0.322919,0.002071
W-1-256,0.726293,0.001992
W-1-256,0.601345,0.001412
W-1-256,0.956586,0.001483
W-1-256,0.628918,0.001242
W-1-256,0.458386,0.001932
W-1-256,0.909967,0.002116
W-1-256,0.425455,0.002028
W-1-256,0.437812,0.001986
W-1-256,0.691736,0.001953
W-1-256,0.410283,0.002061
W-1-256,0.475875,0.001469
W-1-256,1.482081,0.002019
W-1-256,0.337425,0.002072
W-1-256,0.192310,0.002093
W-1-256,0.830766,0.001631
W-1-256,0.629248,0.002112
W-1-256,0.459778,0.001359
W-1-256,0.210291,0.002087
W-1-256,0.571412,0.002051
W-1-256,0.819087,0.002000
W-1-256,1.252016,0.001963
W-1-256,0.267432,0.002330
W-1-256,0.661224,0.002016
W-1-256,0.402353,0.001992
W-1-256,0.645455,0.001897
W-1-256,0.760442,0.002000
W-1-256,1.385704,0.001899
W-1-256,0.676594,0.001201
W-1-256,0.434469,0.002133
W-1-256,0.793070,0.002005
W-1-256,0.775463,0.001934
W-1-256,0.557822,0.001994
W-1-256,0.728225,0.001959
W-1-256,0.806675,0.001994
