Pattern,Request Time (seconds),PHP Time (seconds)
W-1-512,0.665971,0.000931
W-1-512,0.344257,0.001871
W-1-512,0.240981,0.002129
W-1-512,1.170199,0.001993
W-1-512,1.879978,0.002016
W-1-512,1.233306,0.002029
W-1-512,1.567906,0.002035
W-1-512,0.344066,0.001926
W-1-512,1.599238,0.002038
W-1-512,0.296652,0.002046
W-1-512,1.859047,0.000808
W-1-512,1.477112,0.001834
W-1-512,1.578473,0.001878
W-1-512,0.434844,0.001990
W-1-512,1.372088,0.001589
W-1-512,1.764297,0.001997
W-1-512,0.714107,0.001001
W-1-512,1.723743,0.000984
W-1-512,0.410570,0.001975
W-1-512,0.742405,0.001895
W-1-512,1.430265,0.001990
W-1-512,1.487594,0.000893
W-1-512,1.100916,0.001954
W-1-512,0.965168,0.002013
W-1-512,1.610604,0.002011
W-1-512,0.688289,0.002033
W-1-512,1.307827,0.001883
W-1-512,0.972976,0.001969
W-1-512,0.799649,0.001949
W-1-512,1.369989,0.001538
W-1-512,1.287400,0.002053
W-1-512,1.894596,0.002024
W-1-512,0.353104,0.002118
W-1-512,1.288349,0.002067
W-1-512,1.129065,0.001973
W-1-512,0.904322,0.002043
W-1-512,1.382779,0.001959
W-1-512,1.843954,0.001944
W-1-512,0.274544,0.002035
W-1-512,1.201385,0.002216
W-1-512,0.215387,0.002093
W-1-512,1.855968,0.001614
W-1-512,0.977859,0.001005
W-1-512,1.293559,0.002035
W-1-512,0.283081,0.002090
W-1-512,0.948724,0.001984
W-1-512,0.966685,0.001805
W-1-512,1.063226,0.002043
W-1-512,1.428468,0.002013
W-1-512,1.272376,0.000853
W-1-512,1.044103,0.002045
W-1-512,2.132000,0.002175
W-1-512,0.700668,0.000921
W-1-512,0.928419,0.002105
W-1-512,1.037774,0.001932
W-1-512,0.325998,0.002160
W-1-512,0.234969,0.001946
W-1-512,0.681847,0.001907
W-1-512,1.311323,0.001835
W-1-512,1.257250,0.001942
W-1-512,0.338380,0.002028
W-1-512,0.296472,0.001618
W-1-512,0.612100,0.002117
W-1-512,0.928307,0.002054
W-1-512,0.653513,0.001922
W-1-512,1.049999,0.001941
W-1-512,0.971720,0.002112
