Pattern,Request Time (seconds),PHP Time (seconds)
W-1-256,1.195988,0.001335
W-1-256,0.296709,0.002046
W-1-256,0.619009,0.002020
W-1-256,0.620435,0.000888
W-1-256,0.439315,0.002186
W-1-256,0.760991,0.001990
W-1-256,0.299061,0.001997
W-1-256,0.576841,0.001368
W-1-256,0.622916,0.002168
W-1-256,1.015759,0.002002
W-1-256,0.828411,0.001832
W-1-256,0.346799,0.001101
W-1-256,1.202952,0.001930
W-1-256,0.468383,0.002015
W-1-256,1.382564,0.001971
W-1-256,0.530875,0.002088
W-1-256,0.879449,0.001976
W-1-256,0.918671,0.001941
W-1-256,1.462173,0.002014
W-1-256,1.930287,0.002048
W-1-256,0.612002,0.001970
W-1-256,0.715806,0.001944
W-1-256,0.361133,0.002111
W-1-256,0.615959,0.002041
W-1-256,0.543690,0.002101
W-1-256,0.616084,0.001965
W-1-256,0.492790,0.001999
W-1-256,0.279563,0.000906
W-1-256,0.610039,0.001853
W-1-256,0.782104,0.002029
W-1-256,0.230006,0.002042
W-1-256,1.678148,0.002012
W-1-256,0.975116,0.002151
W-1-256,0.929605,0.001984
W-1-256,1.082641,0.002011
W-1-256,0.763350,0.001895
W-1-256,0.722845,0.002056
W-1-256,1.038282,0.001937
W-1-256,0.252837,0.002103
W-1-256,0.524902,0.002133
W-1-256,0.513345,0.001897
W-1-256,0.364499,0.001406
W-1-256,1.801956,0.001681
W-1-256,1.180910,0.002202
W-1-256,0.617392,0.000998
W-1-256,0.899826,0.002084
W-1-256,0.606417,0.002099
W-1-256,0.558106,0.001113
W-1-256,0.617719,0.002022
W-1-256,0.904280,0.002019
W-1-256,1.578574,0.002028
W-1-256,0.616920,0.001329
W-1-256,1.022509,0.001973
W-1-256,0.352976,0.002113
W-1-256,0.513254,0.002037
W-1-256,0.549871,0.001334
W-1-256,1.362033,0.001940
W-1-256,0.566748,0.002073
W-1-256,1.019808,0.002033
W-1-256,1.562632,0.001757
W-1-256,0.435238,0.002024
W-1-256,1.043687,0.001965
W-1-256,0.662600,0.001954
W-1-256,0.655269,0.001339
W-1-256,0.798160,0.001770
W-1-256,1.202182,0.002347
W-1-256,0.722861,0.002071
W-1-256,0.432542,0.002157
W-1-256,0.645465,0.002057
W-1-256,0.294783,0.002113
W-1-256,0.819137,0.000957
W-1-256,0.669014,0.001995
W-1-256,0.293449,0.001967
W-1-256,0.534686,0.001946
W-1-256,0.290700,0.001810
W-1-256,0.382342,0.001930
W-1-256,1.121865,0.000947
W-1-256,0.687974,0.001368
W-1-256,0.602958,0.001998
W-1-256,0.419859,0.002046
W-1-256,1.348081,0.001958
W-1-256,1.505139,0.000752
W-1-256,0.230858,0.002147
W-1-256,0.379393,0.002090
W-1-256,0.680280,0.002036
W-1-256,0.616266,0.001417
W-1-256,0.804051,0.001369
W-1-256,1.014033,0.002139
W-1-256,0.581694,0.002118
