Pattern,Request Time (seconds),PHP Time (seconds)
W-1-512,0.461063,0.001959
W-1-512,1.726597,0.001900
W-1-512,1.128584,0.001926
W-1-512,1.151304,0.002017
W-1-512,0.488600,0.001751
W-1-512,0.396337,0.002030
W-1-512,0.904578,0.001971
W-1-512,1.788118,0.000665
W-1-512,2.009968,0.002084
W-1-512,1.706434,0.000720
W-1-512,0.686388,0.000957
W-1-512,1.696199,0.002067
W-1-512,1.355989,0.001777
W-1-512,1.082942,0.001881
W-1-512,1.314915,0.001894
W-1-512,0.669051,0.001944
W-1-512,1.278184,0.001923
W-1-512,1.790146,0.001932
W-1-512,0.504680,0.001032
W-1-512,2.147840,0.002063
W-1-512,1.147680,0.002103
W-1-512,1.911608,0.002376
W-1-512,0.660482,0.000777
W-1-512,1.166535,0.001992
W-1-512,0.556489,0.000566
W-1-512,1.715654,0.001981
W-1-512,1.720461,0.002008
W-1-512,1.043513,0.001916
W-1-512,1.252299,0.001913
W-1-512,1.398810,0.001533
W-1-512,1.688929,0.001822
W-1-512,1.029559,0.001753
W-1-512,0.341204,0.002110
W-1-512,1.258713,0.001726
W-1-512,0.583438,0.000785
W-1-512,1.001776,0.001920
W-1-512,1.335402,0.002237
W-1-512,0.340674,0.001056
W-1-512,0.534197,0.002006
W-1-512,1.490502,0.002003
W-1-512,0.617609,0.002165
W-1-512,1.174608,0.002078
W-1-512,2.039082,0.001894
W-1-512,0.260653,0.002178
W-1-512,2.061158,0.001884
W-1-512,1.293041,0.001724
W-1-512,1.043435,0.001786
W-1-512,1.005050,0.001742
W-1-512,0.540840,0.001909
W-1-512,0.788150,0.001970
W-1-512,0.297758,0.002072
W-1-512,1.389532,0.000928
W-1-512,1.583627,0.001966
W-1-512,0.667745,0.000592
W-1-512,2.034942,0.001252
W-1-512,0.505734,0.001915
W-1-512,0.698584,0.001979
W-1-512,2.017195,0.001929
W-1-512,2.238567,0.001985
W-1-512,1.338239,0.002002
W-1-512,1.603642,0.002008
W-1-512,1.736834,0.002016
W-1-512,0.357490,0.001951
W-1-512,0.777889,0.002039
W-1-512,1.107391,0.001960
W-1-512,1.937626,0.002106
W-1-512,2.009609,0.001975
W-1-512,0.708918,0.001771
W-1-512,1.889925,0.001734
W-1-512,0.957276,0.001716
W-1-512,1.956096,0.001947
W-1-512,0.675454,0.001921
W-1-512,0.927057,0.000842
W-1-512,0.889789,0.002016
W-1-512,0.931395,0.000929
W-1-512,0.503346,0.001928
W-1-512,1.244323,0.001955
W-1-512,0.647712,0.002400
W-1-512,1.739279,0.001938
W-1-512,0.829268,0.001459
W-1-512,0.774002,0.000827
W-1-512,0.322214,0.002078
W-1-512,0.395715,0.000768
W-1-512,0.718632,0.001915
W-1-512,0.544290,0.001991
W-1-512,0.826061,0.001028
W-1-512,0.755926,0.002064
W-1-512,0.164314,0.002210
W-1-512,0.764661,0.001409
W-1-512,1.206828,0.000757
W-1-512,1.780451,0.001226
W-1-512,0.760447,0.001972
W-1-512,1.669368,0.001961
W-1-512,1.756383,0.001607
W-1-512,1.050725,0.001924
W-1-512,0.716755,0.002091
W-1-512,1.094920,0.001958
W-1-512,0.887739,0.002030
W-1-512,1.766181,0.001899
W-1-512,1.138956,0.001967
W-1-512,0.720331,0.001954
W-1-512,0.715365,0.001011
W-1-512,1.822599,0.002106
W-1-512,0.375386,0.001945
W-1-512,1.564945,0.002029
W-1-512,1.546507,0.002099
W-1-512,1.413470,0.001920
W-1-512,0.266611,0.002113
W-1-512,1.300924,0.002179
W-1-512,0.530856,0.001902
W-1-512,1.201072,0.001747
W-1-512,0.867605,0.001845
W-1-512,1.013968,0.001519
W-1-512,1.455755,0.001937
W-1-512,0.622565,0.001939
W-1-512,0.878998,0.002060
W-1-512,0.269323,0.002040
W-1-512,1.585954,0.001901
W-1-512,1.094796,0.002023
W-1-512,0.804361,0.001910
W-1-512,0.669640,0.000851
W-1-512,0.704106,0.002125
W-1-512,1.141149,0.000850
W-1-512,0.685263,0.000832
W-1-512,0.645585,0.000798
W-1-512,1.067478,0.002165
W-1-512,0.989695,0.002306
W-1-512,0.794894,0.002091
W-1-512,0.678241,0.002053
W-1-512,0.647522,0.001961
W-1-512,2.020185,0.001593
W-1-512,1.254427,0.001774
W-1-512,1.128499,0.001741
W-1-512,2.148102,0.001902
W-1-512,1.296065,0.001903
W-1-512,1.249079,0.001907
W-1-512,0.967501,0.001954
W-1-512,1.146015,0.001964
W-1-512,0.657933,0.000545
W-1-512,1.759780,0.001925
W-1-512,0.959253,0.000690
W-1-512,1.387295,0.001990
W-1-512,1.514429,0.002067
W-1-512,1.822350,0.001904
W-1-512,1.682318,0.001957
W-1-512,1.257859,0.001950
W-1-512,1.736667,0.002104
W-1-512,1.823192,0.001888
W-1-512,0.674501,0.001362
W-1-512,1.871928,0.000836
W-1-512,1.088221,0.001984
W-1-512,1.000309,0.001932
W-1-512,1.115595,0.001974
W-1-512,1.492415,0.002047
W-1-512,1.590151,0.001668
W-1-512,1.689831,0.001953
W-1-512,0.652397,0.000555
W-1-512,1.167354,0.001763
W-1-512,0.882334,0.001984
W-1-512,1.719325,0.002022
W-1-512,0.524059,0.001965
W-1-512,0.248070,0.001546
W-1-512,1.426820,0.001907
W-1-512,0.837803,0.002127
W-1-512,1.246181,0.001950
W-1-512,1.962605,0.002147
W-1-512,1.761464,0.001951
W-1-512,1.356235,0.002121
W-1-512,1.545049,0.001947
W-1-512,0.198986,0.001999
W-1-512,0.701796,0.001514
W-1-512,0.660124,0.002120
W-1-512,1.437586,0.001950
W-1-512,1.329538,0.000902
W-1-512,1.661901,0.001959
W-1-512,0.988549,0.001737
W-1-512,1.387774,0.001937
W-1-512,1.303158,0.001956
W-1-512,0.684630,0.000961
W-1-512,0.893676,0.001993
W-1-512,1.679378,0.001969
W-1-512,1.786219,0.001832
W-1-512,1.250552,0.001410
W-1-512,1.154479,0.000837
W-1-512,1.280876,0.002092
W-1-512,1.173142,0.001923
W-1-512,0.448082,0.001298
W-1-512,1.590781,0.001472
W-1-512,0.647639,0.001972
W-1-512,0.444604,0.002695
W-1-512,1.047940,0.001937
W-1-512,1.469366,0.001900
W-1-512,1.157182,0.001985
W-1-512,1.178999,0.001930
W-1-512,1.553712,0.001924
W-1-512,0.902579,0.001735
W-1-512,1.510348,0.001971
W-1-512,0.684381,0.000983
W-1-512,1.662885,0.002005
W-1-512,2.052457,0.000739
W-1-512,0.754818,0.001939
W-1-512,1.148264,0.001973
W-1-512,0.319607,0.001990
W-1-512,0.969925,0.001969
W-1-512,0.268952,0.001930
W-1-512,1.728103,0.001799
W-1-512,0.870320,0.001483
W-1-512,0.492392,0.002045
W-1-512,1.420654,0.001917
W-1-512,1.696641,0.002186
W-1-512,0.871284,0.001930
W-1-512,1.691875,0.001921
W-1-512,1.193565,0.001927
W-1-512,0.860816,0.001426
W-1-512,0.837742,0.001905
W-1-512,0.396944,0.001939
W-1-512,1.301282,0.001887
W-1-512,1.032217,0.001941
W-1-512,1.363317,0.002138
W-1-512,1.948415,0.002083
W-1-512,0.780295,0.001990
W-1-512,0.351078,0.000600
W-1-512,1.024838,0.001928
W-1-512,1.443572,0.002184
W-1-512,1.785534,0.002096
W-1-512,0.746515,0.002383
W-1-512,0.749443,0.001977
W-1-512,1.972564,0.001308
W-1-512,0.712464,0.000690
W-1-512,0.820591,0.000793
W-1-512,1.653292,0.001995
W-1-512,0.989289,0.001939
W-1-512,1.458716,0.002269
W-1-512,1.411799,0.002078
W-1-512,0.882744,0.001921
W-1-512,0.341021,0.001967
W-1-512,0.506768,0.002008
W-1-512,0.985711,0.001921
W-1-512,0.932561,0.001971
W-1-512,1.836844,0.002016
W-1-512,1.100802,0.001974
W-1-512,0.382180,0.001995
W-1-512,1.672249,0.001990
W-1-512,0.857212,0.000947
W-1-512,1.637464,0.001905
W-1-512,1.342635,0.002070
W-1-512,0.889055,0.002066
W-1-512,1.381266,0.001969
W-1-512,1.378731,0.001897
W-1-512,0.958380,0.000886
W-1-512,0.953655,0.002117
W-1-512,1.823542,0.001897
W-1-512,1.551401,0.002062
W-1-512,1.540803,0.001803
W-1-512,1.777245,0.000962
W-1-512,0.287353,0.001950
W-1-512,1.495040,0.002010
W-1-512,0.904423,0.000915
W-1-512,0.321804,0.001489
W-1-512,1.816505,0.002063
W-1-512,1.776488,0.001427
W-1-512,1.621480,0.002204
W-1-512,0.520045,0.002013
W-1-512,0.950608,0.001923
W-1-512,1.749188,0.002044
W-1-512,1.696619,0.001920
W-1-512,0.791199,0.001946
W-1-512,0.799248,0.001462
W-1-512,1.757329,0.000852
W-1-512,1.216718,0.002015
W-1-512,0.264223,0.001988
W-1-512,0.962979,0.002049
W-1-512,0.308033,0.000959
W-1-512,1.544252,0.001471
W-1-512,1.249099,0.001882
W-1-512,1.142362,0.001941
W-1-512,0.473067,0.002760
W-1-512,0.775209,0.001929
W-1-512,0.744067,0.001751
W-1-512,1.205738,0.001949
W-1-512,0.602404,0.000915
W-1-512,0.555195,0.001938
W-1-512,0.626182,0.000858
W-1-512,1.078449,0.000783
W-1-512,1.838052,0.001947
W-1-512,0.295333,0.001913
W-1-512,0.916024,0.000952
W-1-512,1.242749,0.002176
W-1-512,1.351209,0.002055
W-1-512,1.766063,0.001941
W-1-512,1.495015,0.002080
W-1-512,1.117405,0.002369
W-1-512,1.827012,0.000678
W-1-512,1.683654,0.001963
W-1-512,1.976878,0.001934
W-1-512,0.699867,0.000843
W-1-512,0.889431,0.001907
W-1-512,1.857064,0.000698
W-1-512,1.848608,0.002028
W-1-512,0.982273,0.001937
W-1-512,0.471687,0.001591
W-1-512,1.022503,0.001983
W-1-512,0.475594,0.001641
W-1-512,0.831775,0.001579
W-1-512,1.698343,0.001920
W-1-512,0.466087,0.001936
W-1-512,1.243329,0.001974
W-1-512,1.135833,0.001895
W-1-512,0.969945,0.002100
W-1-512,0.297836,0.001215
W-1-512,0.858845,0.001973
W-1-512,1.661123,0.001949
W-1-512,1.293717,0.000898
W-1-512,1.287646,0.001894
W-1-512,1.749550,0.001972
W-1-512,0.798153,0.001988
W-1-512,0.772052,0.001646
W-1-512,1.925443,0.002014
W-1-512,1.530247,0.001878
W-1-512,0.281972,0.002113
W-1-512,1.427343,0.001900
W-1-512,1.339200,0.001935
W-1-512,1.142949,0.001946
W-1-512,1.796177,0.001301
W-1-512,0.546819,0.001569
W-1-512,1.751492,0.002109
W-1-512,1.445417,0.001871
W-1-512,1.951226,0.001789
W-1-512,0.716962,0.000797
W-1-512,1.294848,0.001862
W-1-512,1.191712,0.001950
W-1-512,1.047799,0.001872
W-1-512,1.817071,0.001956
W-1-512,1.004709,0.001924
W-1-512,1.488332,0.001597
W-1-512,1.250500,0.001963
W-1-512,0.573475,0.001992
W-1-512,0.730976,0.001949
W-1-512,0.940243,0.002078
W-1-512,2.016483,0.001877
W-1-512,0.436424,0.001970
W-1-512,0.874005,0.001920
W-1-512,0.733816,0.002078
W-1-512,1.053896,0.001897
W-1-512,1.219675,0.000855
W-1-512,1.840553,0.000902
W-1-512,0.952811,0.001928
W-1-512,0.417453,0.000470
W-1-512,1.361989,0.002048
W-1-512,0.481571,0.002099
W-1-512,1.618582,0.000864
W-1-512,0.545077,0.000971
W-1-512,0.515343,0.002064
W-1-512,0.837104,0.001948
W-1-512,0.741195,0.000804
W-1-512,0.782190,0.001907
W-1-512,1.410360,0.001962
W-1-512,1.281486,0.002007
W-1-512,0.749339,0.001971
W-1-512,1.947528,0.001834
W-1-512,1.406649,0.001945
W-1-512,1.480684,0.001918
W-1-512,0.656385,0.002052
W-1-512,1.224261,0.000778
W-1-512,1.457971,0.002027
W-1-512,1.119715,0.000851
W-1-512,1.568429,0.001974
W-1-512,0.668806,0.001983
W-1-512,0.637376,0.002364
W-1-512,1.015577,0.001936
W-1-512,0.824963,0.002040
W-1-512,0.353402,0.002321
W-1-512,0.281793,0.001849
W-1-512,1.740769,0.002062
W-1-512,0.991266,0.001996
W-1-512,1.008847,0.001972
W-1-512,1.266236,0.001911
W-1-512,1.457990,0.001970
W-1-512,1.490652,0.002008
W-1-512,0.914400,0.000931
W-1-512,1.005777,0.001911
W-1-512,0.612383,0.001933
W-1-512,1.008854,0.000764
W-1-512,2.052855,0.001937
W-1-512,0.656394,0.002210
W-1-512,1.776973,0.000755
W-1-512,1.649420,0.001930
W-1-512,1.044156,0.002036
W-1-512,1.702223,0.001994
W-1-512,0.700867,0.001892
W-1-512,1.282752,0.000857
W-1-512,1.762338,0.001972
W-1-512,1.046885,0.001706
W-1-512,0.483746,0.001986
W-1-512,1.456877,0.002029
W-1-512,0.418215,0.002029
W-1-512,1.792413,0.002050
W-1-512,1.833467,0.001884
W-1-512,1.676870,0.002006
W-1-512,0.704398,0.001960
W-1-512,0.749020,0.000957
W-1-512,1.524993,0.001846
W-1-512,1.847981,0.001902
W-1-512,0.803092,0.001956
W-1-512,0.580587,0.000705
W-1-512,1.542983,0.002227
W-1-512,1.113062,0.001955
W-1-512,1.786009,0.002008
W-1-512,1.008626,0.001933
W-1-512,1.050041,0.002099
W-1-512,0.348856,0.002027
W-1-512,0.888925,0.002500
W-1-512,1.792207,0.001950
W-1-512,0.597818,0.000815
W-1-512,0.465273,0.001946
W-1-512,0.993323,0.001927
W-1-512,0.727794,0.000880
W-1-512,1.520692,0.001876
W-1-512,0.547779,0.000954
W-1-512,1.560829,0.002123
W-1-512,1.813926,0.002175
W-1-512,1.869894,0.001994
W-1-512,1.289505,0.002004
W-1-512,1.179528,0.002052
