Description,W-1-4,W-1-8,W-1-16,W-1-32,W-1-64,W-1-128,W-1-256,W-1-512
"[getClientID] MySQL connection established.",0.687750,0.670500,0.768437,0.188000,0.732375,6.725094,0.377336,0.318820
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.362250,2.558250,0.364437,0.302406,0.362672,0.365820,0.433840,0.417441
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.229500,0.218625,0.221687,2.037562,1.464172,0.205445,5.556914,4.170986
"getClientID completed.",1.495000,3.662375,1.586437,2.691187,2.788484,7.558211,6.613539,5.099051
"Read file completed.",0.012750,0.010750,0.013063,0.011000,0.013047,0.012023,0.012203,0.012770
"[updateStatus] MySQL connection established.",0.107500,0.124500,0.129500,0.117063,0.137219,0.154227,0.153969,0.161275
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",0.339250,0.291500,0.545500,22.808062,1.292375,6.403180,126.210625,37.131356
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",0.245250,0.191125,0.251000,4.174688,0.481047,0.914742,2.845199,3.714744
"[updateStatus] SELECT COUNT_RECORDS FROM matrix /",,,,,,,,
"[updateStatus] UPDATE table_registry SET status = :status WHERE id = :job_id /",0.212750,0.165375,0.198250,0.167938,0.172797,0.169391,0.176543,0.181695
"updateStatus completed.",11.178500,27.493750,32.011437,92.499625,99.834812,222.736234,298.161832,130.803155
"Write file completed.",11.501750,27.781625,32.372813,92.925906,100.482172,246.620648,307.252816,148.449249
"[getGroupStatus] MySQL connection established.",0.069000,0.055750,0.090375,0.101906,0.100641,0.101969,0.115227,0.085971
"[getGroupStatus] SELECT table_name FROM table_registry WHERE id = :job_id /",0.226250,0.232125,0.288875,0.274594,0.286484,0.320617,0.379547,0.266562
"[getGroupStatus] SELECT status FROM `matrix` WHERE group_id = :group_id /",0.190250,0.179750,0.262188,0.289344,0.361859,0.707625,2.944133,3.043768
"getGroupStatus completed.",0.602000,0.564375,0.808688,0.888500,0.957234,1.373047,3.724605,3.767061
"Merge request completed.",4.350000,4.287500,5.036000,21.891600,6.617583,7.375000,11.834000,10.014000
"Majority request completed.",2.972000,2.964000,2.224000,1.356000,1.331000,1.948000,1.548000,1.678000
"Program completed. Total",19.651500,35.779875,38.287000,105.895844,108.307484,258.249281,320.490328,155.406080
