Description,W-1-4,W-1-8,W-1-16,W-1-32,W-1-64,W-1-128,W-1-256,W-1-512
"[getClientID] MySQL connection established.",0.567500,0.718375,0.704688,,0.744766,1.482875,0.667313,0.310605
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.347000,1.823750,0.361687,,0.339797,0.392687,2.296867,0.404781
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.262250,0.198125,0.194000,,0.202734,10.192484,8.316656,0.235619
"getClientID completed.",1.372250,2.928125,1.445438,,1.496078,12.275039,11.509695,1.146475
"Read file completed.",0.012250,0.017000,0.020375,,0.011938,0.011992,0.013215,0.012963
"[updateStatus] MySQL connection established.",0.128250,0.103000,0.123375,,0.137391,0.152789,0.182629,0.143605
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",0.231250,0.335125,1.288187,,1.796063,275.189656,182.521750,2.063279
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",0.241000,0.237750,0.252437,,0.258703,4.631953,7.162738,0.502279
"[updateStatus] SELECT COUNT_RECORDS FROM matrix /",,,,,,,,
"[updateStatus] UPDATE table_registry SET status = :status WHERE id = :job_id /",0.233500,0.201625,0.184250,,0.167922,0.193227,0.173965,0.178832
"updateStatus completed.",20.923750,29.152250,79.384312,,162.770172,401.644734,374.569969,68.263789
"Write file completed.",21.260750,29.461625,79.779437,,165.886578,417.262547,414.817168,77.762848
"[getGroupStatus] MySQL connection established.",0.081500,0.100000,0.108000,,0.094687,0.140250,0.119371,0.076984
"[getGroupStatus] SELECT table_name FROM table_registry WHERE id = :job_id /",0.234000,0.310625,0.287500,,0.329844,0.438234,0.439012,0.253668
"[getGroupStatus] SELECT status FROM `matrix` WHERE group_id = :group_id /",0.182250,0.277000,0.267625,,0.420281,1.224102,6.677418,1.186285
"getGroupStatus completed.",0.792750,0.908625,0.838750,,1.043547,2.169180,7.695391,1.696373
"Merge request completed.",4.369000,4.686500,35.132000,,5.254000,10.219043,12.698000,11.570000
"Majority request completed.",2.789000,2.740000,1.928000,,1.558000,1.941000,1.907000,3.127000
"Program completed. Total",27.734250,38.764125,113.888125,,171.289641,436.539078,437.169449,83.215408
