Description,Value
"[getClientID] MySQL connection established.",0.817125
"[getClientID] MySQL connection established.",0.733656
"[getClientID] MySQL connection established.",0.700656
"[getClientID] MySQL connection established.",0.744766
"[getClientID] MySQL connection established.",0.737438
"[getClientID] MySQL connection established.",0.700094
"[getClientID] MySQL connection established.",0.687500
"[getClientID] MySQL connection established.",0.620578
"[getClientID] MySQL connection established.",0.672484
"[getClientID] MySQL connection established.",0.724141
"[getClientID] MySQL connection established.",0.727109
"[getClientID] MySQL connection established.",0.664781
"[getClientID] MySQL connection established.",0.683969
"[getClientID] MySQL connection established.",0.735484
"[getClientID] MySQL connection established.",0.753422
"[getClientID] MySQL connection established.",0.699531
"[getClientID] MySQL connection established.",0.722562
"[getClientID] MySQL connection established.",0.732375
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.364766
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.370031
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.359687
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.339797
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.361437
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.369188
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.358312
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.317891
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.351359
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.341813
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.355453
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.348062
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.359391
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.346000
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.351703
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.355234
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.363969
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.362672
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.204547
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.213422
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.217391
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.202734
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.216563
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.206984
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.204156
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.176609
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.213672
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.199453
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",9.951328
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.206813
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.206156
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",7.179391
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.215938
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.199859
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.205438
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",1.464172
"getClientID completed.",1.609375
"getClientID completed.",1.550969
"getClientID completed.",1.497531
"getClientID completed.",1.496078
"getClientID completed.",1.528500
"getClientID completed.",1.479406
"getClientID completed.",1.476125
"getClientID completed.",1.285516
"getClientID completed.",1.457781
"getClientID completed.",1.466391
"getClientID completed.",11.264250
