Description,Value
"[getClientID] MySQL connection established.",0.357621
"[getClientID] MySQL connection established.",0.376562
"[getClientID] MySQL connection established.",0.480250
"[getClientID] MySQL connection established.",0.667313
"[getClientID] MySQL connection established.",0.537438
"[getClientID] MySQL connection established.",0.592500
"[getClientID] MySQL connection established.",0.517652
"[getClientID] MySQL connection established.",0.493043
"[getClientID] MySQL connection established.",0.330539
"[getClientID] MySQL connection established.",0.273520
"[getClientID] MySQL connection established.",0.510680
"[getClientID] MySQL connection established.",0.396000
"[getClientID] MySQL connection established.",0.279789
"[getClientID] MySQL connection established.",0.543391
"[getClientID] MySQL connection established.",0.420168
"[getClientID] MySQL connection established.",0.400508
"[getClientID] MySQL connection established.",0.450305
"[getClientID] MySQL connection established.",0.471715
"[getClientID] MySQL connection established.",0.377336
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.391277
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.360113
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.376473
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",2.296867
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.354293
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.406012
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.399598
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.354121
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.395887
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.319664
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.354582
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.376855
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.324984
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.386742
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.367164
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.399063
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.339477
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.352512
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.433840
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.217289
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.199484
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.240453
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",8.316656
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.587801
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.529234
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",30.455883
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",126.316730
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.214605
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",54.794234
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",2.514582
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.207781
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",16.800367
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",123.789926
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",231.309858
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",24.815965
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",25.353395
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",4.102891
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",5.556914
"getClientID completed.",1.162133
"getClientID completed.",1.121566
"getClientID completed.",1.300715
"getClientID completed.",11.509695
"getClientID completed.",1.686211
"getClientID completed.",1.741027
"getClientID completed.",31.592449
"getClientID completed.",127.528310
"getClientID completed.",1.178973
"getClientID completed.",56.664902
"getClientID completed.",3.587500
"getClientID completed.",1.157566
"getClientID completed.",17.609086
"getClientID completed.",127.388324
"getClientID completed.",232.345991
"getClientID completed.",25.826465
"getClientID completed.",26.360855
"getClientID completed.",5.133191
"getClientID completed.",6.613539
"Read file completed.",0.012234
"Read file completed.",0.011738
"Read file completed.",0.012910
"Read file completed.",0.013215
"Read file completed.",0.012215
"Read file completed.",0.012184
"Read file completed.",0.012629
"Read file completed.",0.012828
"Read file completed.",0.012082
"Read file completed.",0.013250
"Read file completed.",0.012707
"Read file completed.",0.011809
"Read file completed.",0.012395
"Read file completed.",0.012469
"Read file completed.",0.012988
"Read file completed.",0.012383
"Read file completed.",0.012723
"Read file completed.",0.012672
"Read file completed.",0.012203
"[updateStatus] MySQL connection established.",0.135980
"[updateStatus] MySQL connection established.",0.171426
"[updateStatus] MySQL connection established.",0.134426
"[updateStatus] MySQL connection established.",0.182629
"[updateStatus] MySQL connection established.",0.157707
"[updateStatus] MySQL connection established.",0.137176
"[updateStatus] MySQL connection established.",0.186301
"[updateStatus] MySQL connection established.",0.194887
"[updateStatus] MySQL connection established.",0.126984
"[updateStatus] MySQL connection established.",0.180273
"[updateStatus] MySQL connection established.",0.132559
"[updateStatus] MySQL connection established.",0.199082
"[updateStatus] MySQL connection established.",0.179781
"[updateStatus] MySQL connection established.",0.169398
"[updateStatus] MySQL connection established.",0.155445
"[updateStatus] MySQL connection established.",0.158938
"[updateStatus] MySQL connection established.",0.152586
"[updateStatus] MySQL connection established.",0.141703
"[updateStatus] MySQL connection established.",0.153969
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",1.242156
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",8.471801
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",1.812937
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",182.521750
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",102.934598
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",78.770781
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",262.757223
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",111.682410
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",1.499496
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",55.066235
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",138.371816
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",198.369766
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",137.235625
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",256.225669
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",168.724657
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",260.133535
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",22.508664
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",34.710867
