Description,Value
"[getClientID] MySQL connection established.",7.547352
"[getClientID] MySQL connection established.",0.395570
"[getClientID] MySQL connection established.",1.499133
"[getClientID] MySQL connection established.",1.482875
"[getClientID] MySQL connection established.",3.653891
"[getClientID] MySQL connection established.",1.405766
"[getClientID] MySQL connection established.",0.708406
"[getClientID] MySQL connection established.",3.184937
"[getClientID] MySQL connection established.",4.329664
"[getClientID] MySQL connection established.",2.171898
"[getClientID] MySQL connection established.",0.258867
"[getClientID] MySQL connection established.",0.247633
"[getClientID] MySQL connection established.",1.566688
"[getClientID] MySQL connection established.",1.401805
"[getClientID] MySQL connection established.",3.740187
"[getClientID] MySQL connection established.",2.160609
"[getClientID] MySQL connection established.",3.400414
"[getClientID] MySQL connection established.",6.725094
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.415297
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.316336
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.347078
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.392687
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.358516
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.330461
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",4.160539
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.363266
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.337531
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.359688
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.322344
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.310516
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.301414
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.353109
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.574359
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.352195
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.369000
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.365820
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.224219
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.204859
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",15.244484
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",10.192484
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.216156
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.203430
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.223766
