Description,Value
"[getClientID] MySQL connection established.",0.311883
"[getClientID] MySQL connection established.",0.332303
"[getClientID] MySQL connection established.",0.314705
"[getClientID] MySQL connection established.",0.310605
"[getClientID] MySQL connection established.",0.319119
"[getClientID] MySQL connection established.",0.326754
"[getClientID] MySQL connection established.",0.332250
"[getClientID] MySQL connection established.",0.328467
"[getClientID] MySQL connection established.",0.323422
"[getClientID] MySQL connection established.",0.328895
"[getClientID] MySQL connection established.",0.316492
"[getClientID] MySQL connection established.",0.327617
"[getClientID] MySQL connection established.",0.313982
"[getClientID] MySQL connection established.",0.315725
"[getClientID] MySQL connection established.",0.322396
"[getClientID] MySQL connection established.",0.322885
"[getClientID] MySQL connection established.",0.315398
"[getClientID] MySQL connection established.",0.323611
"[getClientID] MySQL connection established.",0.318820
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.435082
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.418461
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.413648
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.404781
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.400287
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.421193
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.412637
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.417230
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.421584
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.425773
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.414850
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.416361
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.410438
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.406717
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.393512
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.400090
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.415646
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.409330
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.417441
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.235295
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.520297
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.234297
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.235619
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.240994
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.244148
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.233713
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.292059
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.244500
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.654252
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.233551
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.300867
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.232264
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.235482
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.423494
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",3.406547
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",1.386502
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.275016
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",4.170986
"getClientID completed.",1.173896
"getClientID completed.",1.468369
"getClientID completed.",1.159869
"getClientID completed.",1.146475
"getClientID completed.",1.159678
"getClientID completed.",1.190535
"getClientID completed.",1.174857
"getClientID completed.",1.235256
"getClientID completed.",1.189703
"getClientID completed.",1.607422
"getClientID completed.",1.149518
"getClientID completed.",1.242234
"getClientID completed.",1.147059
"getClientID completed.",1.144924
"getClientID completed.",1.341523
"getClientID completed.",4.324732
"getClientID completed.",2.323189
"getClientID completed.",1.229289
"getClientID completed.",5.099051
"Read file completed.",0.013064
"Read file completed.",0.013033
"Read file completed.",0.013125
"Read file completed.",0.012963
"Read file completed.",0.011875
"Read file completed.",0.012756
"Read file completed.",0.013602
"Read file completed.",0.012916
"Read file completed.",0.012412
"Read file completed.",0.013650
"Read file completed.",0.012713
"Read file completed.",0.013209
"Read file completed.",0.013025
"Read file completed.",0.012678
"Read file completed.",0.013035
"Read file completed.",0.012791
"Read file completed.",0.013016
"Read file completed.",0.012781
"Read file completed.",0.012770
"[updateStatus] MySQL connection established.",0.149111
"[updateStatus] MySQL connection established.",0.152602
"[updateStatus] MySQL connection established.",0.144920
"[updateStatus] MySQL connection established.",0.143605
"[updateStatus] MySQL connection established.",0.143018
"[updateStatus] MySQL connection established.",0.145561
"[updateStatus] MySQL connection established.",0.146350
"[updateStatus] MySQL connection established.",0.144467
"[updateStatus] MySQL connection established.",0.140393
"[updateStatus] MySQL connection established.",0.141859
"[updateStatus] MySQL connection established.",0.138342
"[updateStatus] MySQL connection established.",0.141557
"[updateStatus] MySQL connection established.",0.141098
"[updateStatus] MySQL connection established.",0.159613
"[updateStatus] MySQL connection established.",0.154432
"[updateStatus] MySQL connection established.",0.164674
"[updateStatus] MySQL connection established.",0.159670
"[updateStatus] MySQL connection established.",0.153434
"[updateStatus] MySQL connection established.",0.161275
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",3.754516
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",5.175266
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",0.997387
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",2.063279
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",1.119619
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",13.764121
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",5.030445
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",1.700100
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",1.214258
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",15.898785
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",2.875957
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",1.600117
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",4.296574
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",3.471563
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",17.222877
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",51.726096
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",14.752975
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",1.903783
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",37.131356
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",2.469102
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",1.826000
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",0.276801
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",0.502279
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",0.459281
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",1.632658
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",1.392188
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",0.258699
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",0.276906
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",0.251740
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",0.615361
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",0.307426
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",1.315666
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",0.687891
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",2.852461
