Time Difference (seconds)
0.115390
0.174213
0.191597
0.194647
0.195033
0.195867
0.213373
0.226626
0.240611
0.242313
0.247436
0.249707
0.255993
0.256098
0.267518
0.279411
0.290935
0.292217
0.332902
0.333255
0.334495
0.343827
0.351211
0.351998
0.352433
0.352603
0.358646
0.359093
0.365357
0.386612
0.386617
0.387313
0.387528
0.387819
0.393933
0.396180
0.396579
0.396793
0.398222
0.398422
0.407224
0.413898
0.416643
0.423491
0.424724
0.430845
0.430895
0.431080
0.431891
0.432131
0.435378
0.446317
0.448299
0.448652
0.465510
0.466325
0.468133
0.476643
0.476946
0.488010
0.488652
0.488711
0.500438
0.504186
0.507324
0.510304
0.513281
0.530479
0.545292
0.545980
0.559798
0.560886
0.569110
0.581928
0.582319
0.583630
0.587040
0.587504
0.593737
0.608612
0.611944
0.616970
0.626134
0.628911
0.633353
0.637445
0.657571
0.663611
0.664541
0.677162
0.682515
0.690197
0.691111
0.692285
0.693164
0.701827
0.703200
0.703272
0.705154
0.713959
0.724688
0.729501
0.730579
0.731846
0.734175
0.734259
0.734565
0.734581
0.740116
0.742468
0.742982
0.743580
0.748102
0.748136
0.749451
0.751773
0.751988
0.752110
0.754959
0.755555
0.766082
0.770082
0.771725
0.776198
0.785556
0.785814
0.790811
0.792391
0.793562
0.796834
0.799429
0.804452
0.806127
0.806220
0.809989
0.816549
0.818383
0.822569
0.823537
0.829369
0.829419
0.838016
0.841195
0.852124
0.854035
0.859443
0.860227
0.862820
0.863806
0.869240
0.869267
0.887177
0.895561
0.908277
0.909996
0.910274
0.911648
0.913392
0.913777
0.914629
0.927848
0.936489
0.936910
0.937736
0.938211
0.939936
0.945955
0.950099
0.952007
0.954887
0.956182
0.962669
0.964413
0.967393
0.969838
0.975693
0.986353
0.992416
0.995434
0.996449
0.997983
0.998202
0.999069
1.002879
1.002934
1.006988
1.007298
1.016505
1.016536
1.019573
1.028880
1.033026
1.037326
1.042171
1.054850
1.055519
1.055692
1.058746
1.060628
1.064345
1.065914
1.066832
1.069313
1.072579
1.074809
1.076133
1.077589
1.083517
1.087954
1.088058
1.092102
1.092472
1.094580
1.107980
1.111643
1.112896
1.113079
1.113277
1.114117
1.118909
1.121933
1.125955
1.127033
1.129324
1.132909
1.143223
1.147357
1.147837
1.154810
1.157252
1.162070
1.163659
1.166763
1.171151
1.174283
1.177086
1.178186
1.178660
1.180168
1.181978
1.183677
1.183990
1.186769
1.187176
1.194666
1.195351
1.197956
1.202775
1.211210
1.220632
1.223327
1.223898
1.226471
1.238356
1.238677
1.239252
1.240986
1.244470
1.251752
1.252617
1.252855
1.253608
1.254568
1.262230
1.264083
1.265581
1.268805
1.271065
1.273190
1.273791
1.274811
1.276124
1.276906
1.278109
1.282012
1.284464
1.285924
1.288132
1.289418
1.289989
1.291362
1.292586
1.292858
1.293320
1.295398
1.295474
1.296702
1.297367
1.297908
1.308072
1.309494
1.313402
1.317487
1.319090
1.320745
1.321861
1.326184
1.326478
1.328143
1.331051
1.331139
1.337047
1.337123
1.337920
1.339785
1.341459
1.342610
1.345550
1.345696
1.345715
1.348973
1.349315
1.350681
1.362919
1.364532
1.367150
1.369108
1.374595
1.376746
1.381695
1.383926
1.387308
1.388651
1.390104
1.390882
1.393785
1.398466
1.402840
1.406049
1.411976
1.423420
1.432513
1.435197
1.437117
1.451228
1.454331
1.456381
1.456492
1.457103
1.458429
1.468493
1.475553
1.476066
1.476188
1.480915
1.484759
1.485034
1.487428
1.495338
1.495406
1.499725
1.503999
1.510019
1.510120
1.510443
1.511700
1.512040
1.513047
1.513208
1.513623
1.514749
1.521001
1.522788
1.523041
1.523512
1.530469
1.531121
1.532378
1.537454
1.539826
1.539827
1.548388
1.558765
1.560034
1.560249
1.561547
1.562000
1.564062
1.564286
1.572546
1.574135
1.577976
1.578648
1.578930
1.579023
1.581139
1.591356
1.592742
1.599193
1.599711
1.601059
1.602452
1.603556
1.605971
1.607235
1.607445
1.615123
1.615540
1.615770
1.616746
1.621590
1.623471
1.625173
1.627219
1.642496
1.646724
1.649414
1.655469
1.662524
1.666906
1.673903
1.680303
1.686950
1.688720
1.690062
1.690821
1.691685
1.694173
1.698757
1.702307
1.708835
1.720348
1.726225
1.732514
1.752709
1.752810
1.755846
1.755992
1.756792
1.763359
1.765007
1.777006
1.794509
1.794510
1.796295
1.800100
1.806655
1.807349
1.808713
1.811075
1.818873
1.822999
1.825988
1.827062
1.831785
1.837370
1.841186
1.843839
1.845931
1.851205
1.858642
1.862768
1.863383
1.863808
1.869143
1.872459
1.879558
1.882923
1.886091
1.890005
1.898294
1.899449
1.912134
1.912560
1.912623
1.912638
1.918938
1.924725
1.943306
1.943429
1.943492
1.943555
1.943563
1.951345
1.952418
1.960176
1.971497
1.974309
1.975459
1.977892
1.979990
1.983416
1.983470
1.983849
1.988094
1.989830
2.010209
2.011661
2.011770
2.011845
2.021985
2.025681
2.026837
2.034460
2.034489
2.036070
2.036260
2.042455
2.043447
2.054828
2.059725
2.068753
2.079875
2.086217
2.108246
2.113169
2.122646
2.127300
2.168105
2.196226
2.202954
2.213234
