Description,W-1-4,W-1-8,W-1-16,W-1-32,W-1-64,W-1-128,W-1-256,W-1-512
"[getClientID] MySQL connection established.",0.627750,0.701125,0.807438,0.311594,0.672484,4.329664,0.330539,0.323422
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.324500,2.075750,0.372625,0.332250,0.351359,0.337531,0.395887,0.421584
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.183000,0.198125,0.233375,0.219250,0.213672,0.189828,0.214605,0.244500
"getClientID completed.",1.272000,3.163000,1.627625,1.052531,1.457781,5.047812,1.178973,1.189703
"Read file completed.",0.008500,0.009875,0.011625,0.013063,0.011375,0.011430,0.012082,0.012412
"[updateStatus] MySQL connection established.",0.097500,0.115875,0.196438,0.127344,0.126219,0.159836,0.126984,0.140393
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",0.187250,0.415750,3.947250,1.021563,0.700375,20.958992,1.499496,1.214258
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",0.209000,0.213750,0.269875,0.262625,0.235187,0.237820,0.249113,0.276906
"[updateStatus] SELECT COUNT_RECORDS FROM matrix /",,,,,,,,
"[updateStatus] UPDATE table_registry SET status = :status WHERE id = :job_id /",0.195750,0.181500,0.191687,0.184406,0.170609,0.165117,0.164109,0.183133
"updateStatus completed.",13.947000,19.978750,281.849938,59.503813,117.257797,286.782836,136.918887,61.930410
"Write file completed.",14.216750,20.292875,317.318125,59.882625,118.068953,301.984109,138.278098,68.064098
"[getGroupStatus] MySQL connection established.",0.055500,0.060875,0.089500,0.084250,0.102406,0.138383,0.089488,0.079074
"[getGroupStatus] SELECT table_name FROM table_registry WHERE id = :job_id /",0.222750,0.230875,0.273562,0.284094,0.309922,0.406516,0.293836,0.254604
"[getGroupStatus] SELECT status FROM `matrix` WHERE group_id = :group_id /",0.187750,0.188750,0.255688,0.287062,0.389828,1.590820,0.926887,1.207828
"getGroupStatus completed.",0.607000,0.589625,0.781125,0.816875,0.976016,2.468508,1.520977,1.721258
"Merge request completed.",4.116000,4.615000,8.976333,4.679250,7.121250,8.443000,11.387000,15.157000
"Majority request completed.",2.739000,3.009000,153.075000,1.553000,7.692000,1.503000,1.873000,3.081000
"Program completed. Total",20.031250,28.601250,337.958938,65.692438,123.998797,313.456656,143.707762,73.662900
