Pattern,Request Time (seconds),PHP Time (seconds)
W-1-512,0.634658,0.001979
W-1-512,1.862281,0.001903
W-1-512,0.765044,0.001999
W-1-512,2.034815,0.002035
W-1-512,1.577146,0.002020
W-1-512,0.481868,0.002069
W-1-512,0.897560,0.000868
W-1-512,1.841539,0.001743
W-1-512,2.047496,0.002104
W-1-512,1.592102,0.001143
W-1-512,0.503265,0.001387
W-1-512,0.599141,0.001940
W-1-512,0.487364,0.002125
W-1-512,2.460266,0.001992
W-1-512,0.979057,0.001935
W-1-512,0.223687,0.001824
W-1-512,0.956660,0.002124
W-1-512,0.640523,0.002166
W-1-512,0.627888,0.001826
W-1-512,2.030982,0.001994
W-1-512,2.057569,0.002014
W-1-512,0.541273,0.001971
W-1-512,1.837953,0.001961
W-1-512,1.124572,0.001950
W-1-512,0.731838,0.002027
W-1-512,0.495347,0.002024
W-1-512,2.171062,0.001989
W-1-512,1.479193,0.002094
W-1-512,0.635372,0.002081
W-1-512,1.096424,0.000846
W-1-512,1.234951,0.001958
W-1-512,1.212501,0.001922
W-1-512,1.687239,0.001944
W-1-512,2.184362,0.002019
W-1-512,1.162155,0.000958
W-1-512,1.533327,0.001982
W-1-512,0.478455,0.001876
W-1-512,0.648856,0.002010
W-1-512,1.484680,0.002031
W-1-512,0.457999,0.001890
W-1-512,0.857994,0.001607
W-1-512,2.003241,0.002071
W-1-512,0.621556,0.001929
W-1-512,0.986637,0.001988
W-1-512,1.782278,0.002014
W-1-512,1.024692,0.001371
W-1-512,0.784340,0.001974
W-1-512,0.626863,0.001914
W-1-512,1.470425,0.002003
W-1-512,0.613302,0.002032
W-1-512,0.353029,0.002165
W-1-512,0.677852,0.002146
W-1-512,1.249828,0.002106
W-1-512,0.731582,0.002047
W-1-512,0.881788,0.002099
W-1-512,0.339253,0.001399
W-1-512,1.029143,0.001976
W-1-512,0.998324,0.002006
W-1-512,1.740383,0.002043
W-1-512,0.378970,0.001927
W-1-512,0.595113,0.001786
W-1-512,1.753768,0.001934
W-1-512,0.799296,0.002033
W-1-512,0.699074,0.002111
W-1-512,0.967796,0.001978
W-1-512,1.509332,0.002086
W-1-512,0.940198,0.000736
W-1-512,2.331978,0.001965
W-1-512,0.454555,0.001646
W-1-512,0.730367,0.001946
W-1-512,1.986748,0.002101
W-1-512,0.929716,0.001973
W-1-512,0.586247,0.000897
W-1-512,0.639596,0.001862
W-1-512,1.518209,0.001978
W-1-512,0.770766,0.001961
W-1-512,0.808742,0.001972
W-1-512,2.240437,0.001938
W-1-512,0.735574,0.002012
W-1-512,1.273556,0.001904
W-1-512,0.503979,0.002033
W-1-512,0.415724,0.001968
W-1-512,0.962882,0.002077
W-1-512,2.003118,0.001983
W-1-512,2.040055,0.001886
W-1-512,1.465952,0.001937
W-1-512,1.280161,0.001617
W-1-512,1.166952,0.002013
W-1-512,1.363312,0.001963
W-1-512,0.456484,0.002216
W-1-512,0.555032,0.002031
W-1-512,0.372139,0.002102
W-1-512,2.017799,0.001994
W-1-512,0.202624,0.002238
W-1-512,1.061271,0.002069
W-1-512,0.379851,0.000713
W-1-512,1.475865,0.002105
W-1-512,0.371191,0.002125
W-1-512,2.136261,0.002043
W-1-512,0.363202,0.002190
W-1-512,1.878500,0.001395
W-1-512,1.786450,0.001894
W-1-512,0.285446,0.002048
W-1-512,0.730361,0.001850
W-1-512,1.048820,0.002139
W-1-512,1.407272,0.001968
W-1-512,1.065669,0.002047
W-1-512,1.525985,0.001021
W-1-512,1.642302,0.001969
W-1-512,1.939912,0.001935
W-1-512,0.822380,0.000794
W-1-512,0.630115,0.001944
W-1-512,0.404383,0.002062
W-1-512,0.668693,0.001945
W-1-512,0.370121,0.001996
W-1-512,1.015544,0.001975
W-1-512,0.761867,0.000762
W-1-512,0.995804,0.002110
W-1-512,0.720361,0.001934
W-1-512,0.435763,0.002156
W-1-512,1.760752,0.001954
W-1-512,2.429683,0.001418
W-1-512,0.696372,0.001994
W-1-512,0.766632,0.001968
W-1-512,0.267384,0.002000
W-1-512,0.622187,0.001923
W-1-512,0.606576,0.001781
W-1-512,0.392288,0.000888
W-1-512,1.422340,0.001911
W-1-512,0.447824,0.001434
W-1-512,1.201792,0.001937
W-1-512,1.365469,0.001918
W-1-512,0.567243,0.002067
W-1-512,1.971888,0.001927
W-1-512,0.595428,0.002005
W-1-512,1.562462,0.001971
W-1-512,1.424078,0.001971
W-1-512,0.305799,0.001961
W-1-512,0.932782,0.002046
W-1-512,0.735939,0.002083
W-1-512,1.073112,0.001843
W-1-512,1.165110,0.001817
W-1-512,1.679459,0.001989
W-1-512,0.956298,0.002016
W-1-512,1.842413,0.002104
W-1-512,0.397744,0.002098
W-1-512,0.500705,0.002005
W-1-512,1.265185,0.001909
W-1-512,0.401785,0.001811
W-1-512,0.957840,0.002154
W-1-512,1.987459,0.001932
W-1-512,0.974748,0.001957
W-1-512,1.006915,0.002062
W-1-512,0.982798,0.001936
W-1-512,1.595634,0.000908
W-1-512,1.679396,0.001949
W-1-512,0.448995,0.001949
W-1-512,0.405515,0.001965
W-1-512,0.491007,0.001814
W-1-512,0.818928,0.001897
W-1-512,0.584340,0.002000
W-1-512,0.297166,0.001712
W-1-512,0.332987,0.002094
W-1-512,0.475348,0.001490
W-1-512,0.471618,0.000689
W-1-512,0.630559,0.002004
W-1-512,0.681828,0.002023
W-1-512,1.120325,0.001890
W-1-512,1.079504,0.001932
W-1-512,1.514238,0.001961
W-1-512,1.090250,0.001945
W-1-512,1.019963,0.002065
W-1-512,1.805519,0.002057
W-1-512,0.606921,0.001941
W-1-512,1.380864,0.002172
W-1-512,1.687601,0.002043
W-1-512,1.408831,0.001371
W-1-512,1.591432,0.000974
W-1-512,0.543621,0.000862
W-1-512,1.511584,0.001770
W-1-512,0.622315,0.001938
W-1-512,1.966941,0.001661
W-1-512,0.506659,0.002127
W-1-512,1.812819,0.002058
W-1-512,0.919403,0.000892
W-1-512,1.690073,0.001998
W-1-512,1.807490,0.002124
W-1-512,0.363382,0.002114
W-1-512,1.543749,0.002117
W-1-512,0.576218,0.002052
W-1-512,0.699983,0.001992
W-1-512,2.008112,0.002125
W-1-512,1.963650,0.001965
W-1-512,0.460011,0.002063
W-1-512,0.285190,0.002110
W-1-512,0.705938,0.001973
W-1-512,1.305399,0.002052
W-1-512,2.153204,0.001961
W-1-512,0.804485,0.001991
W-1-512,0.590217,0.001958
W-1-512,0.677446,0.002005
W-1-512,2.102760,0.001968
W-1-512,1.063806,0.000954
W-1-512,0.471101,0.002099
W-1-512,1.474161,0.002128
W-1-512,0.706990,0.002016
W-1-512,0.600456,0.002061
W-1-512,1.207237,0.001978
W-1-512,2.492862,0.002008
W-1-512,0.665942,0.002076
W-1-512,0.995959,0.002076
W-1-512,1.221148,0.001930
W-1-512,1.908349,0.002005
W-1-512,2.154973,0.002085
W-1-512,1.112078,0.002239
W-1-512,1.507823,0.001992
W-1-512,2.517702,0.002212
W-1-512,0.532444,0.001886
W-1-512,0.657721,0.000693
W-1-512,0.528572,0.001975
W-1-512,2.135186,0.002092
W-1-512,1.380733,0.001963
W-1-512,0.581858,0.001994
W-1-512,0.503723,0.002146
W-1-512,0.726550,0.001968
W-1-512,1.048208,0.002015
W-1-512,0.393877,0.000481
W-1-512,0.832774,0.000879
W-1-512,0.505194,0.000551
W-1-512,1.760455,0.002100
W-1-512,0.910807,0.001390
W-1-512,0.799019,0.002025
W-1-512,1.971865,0.002011
W-1-512,1.815481,0.002068
W-1-512,1.002854,0.001941
W-1-512,0.741315,0.001383
W-1-512,1.897402,0.001896
W-1-512,1.251309,0.002004
W-1-512,0.486837,0.000770
W-1-512,0.502270,0.001501
W-1-512,1.032885,0.002030
W-1-512,0.847407,0.001976
W-1-512,1.765055,0.001999
W-1-512,1.921086,0.002159
W-1-512,1.888236,0.002050
W-1-512,1.157036,0.001488
W-1-512,0.633758,0.002094
W-1-512,0.612150,0.002141
W-1-512,0.262771,0.002054
W-1-512,0.957734,0.001989
W-1-512,0.887345,0.002072
W-1-512,0.460048,0.002087
W-1-512,0.310318,0.001996
W-1-512,1.933633,0.001999
W-1-512,0.912272,0.002059
W-1-512,1.199931,0.002131
W-1-512,1.831664,0.002059
W-1-512,1.722760,0.001973
W-1-512,1.785777,0.001974
W-1-512,1.096668,0.001023
W-1-512,1.950784,0.002085
W-1-512,0.567618,0.002128
W-1-512,0.887263,0.001968
W-1-512,0.474715,0.001997
W-1-512,0.331459,0.001990
W-1-512,1.662466,0.001865
W-1-512,0.956887,0.001763
W-1-512,1.409842,0.002223
W-1-512,0.514682,0.001955
W-1-512,1.484782,0.001921
W-1-512,1.218626,0.001913
W-1-512,0.507086,0.002045
W-1-512,1.120580,0.002175
W-1-512,0.411587,0.000847
W-1-512,0.782664,0.002038
W-1-512,0.660991,0.002072
W-1-512,2.186539,0.001927
W-1-512,1.596133,0.001954
W-1-512,0.689042,0.002085
W-1-512,1.972175,0.001932
W-1-512,0.528501,0.002025
W-1-512,1.343113,0.001931
W-1-512,0.656565,0.001917
W-1-512,0.883779,0.002047
W-1-512,2.331322,0.002283
W-1-512,0.832708,0.000652
W-1-512,1.108374,0.001779
W-1-512,0.946705,0.001990
W-1-512,0.231054,0.001826
W-1-512,0.770967,0.002066
W-1-512,0.521737,0.001579
W-1-512,0.882634,0.001951
W-1-512,1.663314,0.001935
W-1-512,1.720966,0.001985
W-1-512,0.553520,0.000875
W-1-512,0.263042,0.001461
W-1-512,1.050940,0.002071
W-1-512,0.446300,0.002011
W-1-512,0.840584,0.000699
W-1-512,1.918400,0.001949
W-1-512,1.956872,0.001912
W-1-512,1.760572,0.002068
W-1-512,0.607109,0.001780
W-1-512,0.770238,0.001988
W-1-512,1.820923,0.002008
W-1-512,1.096488,0.000905
W-1-512,0.923717,0.002021
W-1-512,0.927322,0.002003
W-1-512,2.094696,0.001966
W-1-512,0.710516,0.001989
W-1-512,1.244326,0.002307
W-1-512,0.943124,0.001399
W-1-512,0.636617,0.001952
W-1-512,1.359121,0.001970
W-1-512,1.426329,0.001895
W-1-512,0.933092,0.002029
W-1-512,0.607689,0.001477
W-1-512,1.809108,0.001996
W-1-512,1.526833,0.001951
W-1-512,0.987465,0.001970
W-1-512,1.518702,0.001997
W-1-512,0.606660,0.001951
W-1-512,1.032693,0.001999
W-1-512,0.905587,0.001717
W-1-512,1.203397,0.000865
W-1-512,0.355728,0.002008
W-1-512,0.394820,0.001881
W-1-512,2.061725,0.002086
W-1-512,2.111739,0.001940
W-1-512,1.739254,0.001951
W-1-512,0.999852,0.001944
W-1-512,1.312515,0.001939
W-1-512,0.835577,0.002189
W-1-512,1.595611,0.001043
W-1-512,0.602546,0.002007
W-1-512,1.426125,0.001991
W-1-512,1.381791,0.001268
W-1-512,1.933880,0.001995
W-1-512,0.696741,0.002012
W-1-512,2.462479,0.001944
W-1-512,1.741874,0.001972
W-1-512,0.322473,0.002031
W-1-512,0.471045,0.001303
W-1-512,0.872932,0.001984
W-1-512,0.754312,0.001901
W-1-512,0.611000,0.002148
W-1-512,0.478308,0.002070
W-1-512,1.324260,0.001862
W-1-512,0.478268,0.002132
W-1-512,1.813918,0.002023
W-1-512,0.840282,0.000849
W-1-512,0.590345,0.001321
W-1-512,0.549989,0.001736
W-1-512,0.470721,0.001973
W-1-512,1.567758,0.001951
W-1-512,0.592307,0.002008
W-1-512,0.835311,0.002199
W-1-512,0.660116,0.001399
W-1-512,1.927842,0.001973
W-1-512,0.940865,0.000891
W-1-512,0.267708,0.002153
W-1-512,0.451051,0.001997
W-1-512,1.764730,0.002026
W-1-512,0.909611,0.000874
W-1-512,1.567877,0.002099
W-1-512,0.915935,0.000892
W-1-512,1.086055,0.001911
W-1-512,1.382483,0.002160
W-1-512,1.107952,0.001961
W-1-512,0.586427,0.000897
W-1-512,0.563743,0.001929
W-1-512,1.983791,0.001201
W-1-512,1.744255,0.000883
W-1-512,1.712972,0.001973
