Pattern,Request Time (seconds),PHP Time (seconds)
W-1-256,0.358100,0.001957
W-1-256,1.564880,0.002041
W-1-256,0.949345,0.001967
W-1-256,0.788923,0.001753
W-1-256,0.875718,1.001940
W-1-256,0.671074,0.001663
W-1-256,0.571536,0.001932
W-1-256,1.077666,0.001331
W-1-256,0.795754,0.001929
W-1-256,1.089949,0.001937
W-1-256,1.622509,0.001906
W-1-256,0.168053,0.002024
W-1-256,0.167931,0.002119
W-1-256,1.058327,0.002034
W-1-256,0.373704,0.002036
W-1-256,1.020024,0.002091
W-1-256,1.232727,0.002065
W-1-256,0.758010,0.001959
W-1-256,1.187358,0.001938
W-1-256,1.098194,0.002052
W-1-256,0.371818,0.001982
W-1-256,0.564283,0.001920
W-1-256,0.308966,0.001999
W-1-256,0.270205,0.001064
W-1-256,0.726358,0.001144
W-1-256,1.238952,0.001954
W-1-256,1.220813,0.001909
W-1-256,1.314689,0.001926
W-1-256,0.410933,0.002120
W-1-256,0.787924,0.001907
W-1-256,0.582091,0.001902
W-1-256,0.346070,0.001980
W-1-256,0.456926,0.001973
W-1-256,1.644211,0.001966
W-1-256,1.002548,0.002107
W-1-256,0.984777,0.001835
W-1-256,0.343729,0.000958
W-1-256,0.677003,0.001941
W-1-256,0.361792,0.001413
W-1-256,1.531661,0.001946
W-1-256,1.026932,0.000784
W-1-256,0.799784,0.001564
W-1-256,1.464952,0.001942
W-1-256,0.777295,0.001887
W-1-256,0.855509,0.001921
W-1-256,0.198385,0.001275
W-1-256,1.262465,0.001981
W-1-256,0.267549,0.001135
W-1-256,0.827155,0.001912
W-1-256,0.266903,0.001983
W-1-256,1.477520,0.001898
W-1-256,1.359279,0.002260
W-1-256,0.469602,0.002042
W-1-256,0.726748,0.002036
W-1-256,0.709588,0.001941
W-1-256,1.188883,0.000804
W-1-256,0.719468,0.001989
W-1-256,0.366053,0.001888
W-1-256,0.652802,0.000739
W-1-256,1.265965,0.002039
W-1-256,1.297656,0.001162
W-1-256,1.124205,0.002225
W-1-256,0.483320,0.002121
