Pattern,Request Time (seconds),PHP Time (seconds)
W-1-256,1.040104,0.001898
W-1-256,1.115271,0.002146
W-1-256,0.352162,0.002016
W-1-256,1.232964,0.001965
W-1-256,0.717796,0.001992
W-1-256,1.005467,0.001970
W-1-256,0.481448,0.002095
W-1-256,1.335042,0.001902
W-1-256,0.680793,0.002086
W-1-256,1.287207,0.001972
W-1-256,0.374822,0.002144
W-1-256,0.815952,0.001926
W-1-256,1.827536,0.002038
W-1-256,1.174624,0.002118
W-1-256,1.238434,0.002075
W-1-256,0.295548,0.001907
W-1-256,0.463036,0.002020
W-1-256,1.088597,0.001936
W-1-256,1.399845,0.002068
W-1-256,0.330274,0.002098
W-1-256,0.805628,0.002006
W-1-256,1.112454,0.001963
W-1-256,0.602784,0.000963
W-1-256,0.308775,0.001932
W-1-256,0.867796,0.001997
W-1-256,0.511571,0.002038
W-1-256,1.829449,0.001651
W-1-256,0.388793,0.001663
W-1-256,1.495060,0.002096
W-1-256,1.676968,0.001949
W-1-256,0.983292,0.001562
W-1-256,0.380841,0.001940
W-1-256,1.069889,0.000895
W-1-256,0.366125,0.001076
W-1-256,0.641239,0.001942
W-1-256,0.519462,0.001900
W-1-256,0.211008,0.002040
W-1-256,0.713669,0.001408
W-1-256,0.830777,0.001970
W-1-256,0.347502,0.002040
W-1-256,0.234636,0.001683
W-1-256,1.000947,0.001962
W-1-256,1.455332,0.002007
W-1-256,1.342449,0.000696
W-1-256,0.617462,0.001934
W-1-256,1.362081,0.002003
W-1-256,0.350892,0.000788
W-1-256,1.112117,0.002193
W-1-256,0.564057,0.002149
W-1-256,0.448133,0.001704
W-1-256,0.362012,0.000727
W-1-256,1.194573,0.000896
W-1-256,1.027194,0.001769
W-1-256,1.477531,0.002024
W-1-256,0.435209,0.002084
W-1-256,1.202857,0.001935
W-1-256,0.774229,0.001972
W-1-256,1.137793,0.001631
W-1-256,0.671075,0.000810
W-1-256,0.935916,0.001999
W-1-256,0.532018,0.002120
W-1-256,0.778266,0.001990
W-1-256,0.678689,0.001912
W-1-256,1.617199,0.001985
W-1-256,1.034402,0.001906
W-1-256,0.482867,0.000893
W-1-256,1.188030,0.001934
W-1-256,0.977196,0.002048
W-1-256,0.219778,0.002209
W-1-256,1.424474,0.001924
W-1-256,0.970728,0.001304
W-1-256,1.144203,0.002040
W-1-256,1.366591,0.001930
W-1-256,0.671272,0.002015
W-1-256,0.326945,0.001959
W-1-256,0.439480,0.001911
W-1-256,0.953318,0.001968
W-1-256,1.483154,0.001824
W-1-256,0.901674,0.001896
W-1-256,0.443386,0.002080
W-1-256,1.164773,0.001970
W-1-256,0.482182,0.001409
W-1-256,0.560432,0.001013
W-1-256,0.754234,0.002087
W-1-256,0.790404,0.001951
W-1-256,1.091021,0.001990
W-1-256,1.080928,0.001832
W-1-256,0.691886,0.001950
W-1-256,1.592456,0.000983
W-1-256,0.308945,0.002073
W-1-256,1.211952,0.002089
W-1-256,1.082526,0.001891
W-1-256,0.159860,0.002097
W-1-256,0.374590,0.001535
W-1-256,0.267274,0.001835
W-1-256,0.930523,0.002102
W-1-256,0.295591,0.001650
W-1-256,0.404971,0.001917
W-1-256,1.224818,0.001900
W-1-256,0.498845,0.001916
W-1-256,1.067271,0.001998
W-1-256,1.680615,0.001946
W-1-256,0.802295,0.001966
W-1-256,0.715521,0.001958
W-1-256,0.898237,0.002017
W-1-256,0.557970,0.002002
W-1-256,1.226222,0.002027
W-1-256,0.764755,0.000905
W-1-256,1.113957,0.001946
W-1-256,0.280998,0.001034
W-1-256,1.143795,0.001977
W-1-256,0.386018,0.002094
W-1-256,0.771789,0.002211
W-1-256,0.498395,0.000936
W-1-256,1.429799,0.002148
W-1-256,1.803642,0.001385
W-1-256,1.419514,0.001998
W-1-256,0.499052,0.002033
W-1-256,1.840408,0.002073
W-1-256,0.462437,0.001950
W-1-256,1.648710,0.002040
W-1-256,0.425030,0.001809
W-1-256,0.474405,0.002377
W-1-256,0.243888,0.002228
W-1-256,1.040404,0.001379
W-1-256,0.738977,0.000722
W-1-256,1.194602,0.001351
W-1-256,0.560597,0.002018
W-1-256,1.891018,0.002290
W-1-256,0.822613,0.001954
W-1-256,0.837415,0.001891
W-1-256,0.673951,0.001945
W-1-256,0.315159,0.002229
W-1-256,0.537234,0.002005
W-1-256,0.325408,0.001857
W-1-256,1.079997,0.001930
W-1-256,0.269959,0.001888
W-1-256,0.568217,0.001948
W-1-256,0.169636,0.002078
W-1-256,0.933969,0.001454
W-1-256,0.807916,0.001992
W-1-256,0.671086,0.001812
W-1-256,0.446599,0.001955
W-1-256,0.366040,0.002103
W-1-256,0.765734,0.001949
W-1-256,1.255658,0.001993
W-1-256,1.621183,0.001746
W-1-256,1.199967,0.000948
W-1-256,1.128861,0.001926
W-1-256,0.267538,0.001995
W-1-256,0.756888,0.002088
W-1-256,0.371621,0.002043
W-1-256,0.518860,0.002055
W-1-256,1.226843,0.001830
W-1-256,0.307031,0.002089
W-1-256,1.419642,0.001887
W-1-256,1.388104,0.002092
W-1-256,1.176507,0.001974
W-1-256,1.220442,0.000748
W-1-256,0.968062,0.001914
W-1-256,0.869123,0.001922
W-1-256,0.919697,0.001267
W-1-256,1.054220,0.002019
W-1-256,0.254787,0.002179
W-1-256,1.065859,0.001945
W-1-256,1.156662,0.002023
W-1-256,0.562607,0.001440
W-1-256,0.410882,0.002062
W-1-256,0.946476,0.001847
W-1-256,0.895893,0.001992
W-1-256,0.295356,0.001951
W-1-256,1.313499,0.001599
W-1-256,0.721847,0.002001
W-1-256,0.699766,0.001415
W-1-256,1.408391,0.001955
W-1-256,0.424774,0.001968
W-1-256,1.845934,0.001999
W-1-256,0.313483,0.002018
W-1-256,0.486101,0.001926
W-1-256,0.813321,0.001855
W-1-256,0.655876,0.001896
W-1-256,1.653984,0.001773
W-1-256,1.663462,0.001924
W-1-256,1.216116,0.001833
W-1-256,0.514692,0.001955
W-1-256,1.575718,0.001968
W-1-256,1.143977,0.001298
W-1-256,0.421810,0.001733
W-1-256,0.804883,0.001887
W-1-256,0.624089,0.002073
W-1-256,0.507738,0.002168
W-1-256,1.212298,0.001976
W-1-256,1.791954,0.001936
