Description,W-1-4,W-1-8,W-1-16,W-1-32,W-1-64,W-1-128,W-1-256,W-1-512
"[getClientID] MySQL connection established.",0.672250,0.686250,0.716875,0.340031,0.683969,1.566688,0.543391,0.315725
"[getClientID] SELECT table_name FROM table_registry WHERE id = :job_id /",0.348750,1.419500,0.323813,0.325313,0.359391,0.301414,0.386742,0.406717
"[getClientID] SELECT client FROM `matrix` WHERE id = :sub_job_id /",0.203250,0.223875,0.195312,15.429437,0.206156,17.994789,123.789926,0.235482
"getClientID completed.",1.398000,2.536375,1.423250,16.319406,1.466672,20.050539,127.388324,1.144924
"Read file completed.",0.011500,0.010500,0.011313,0.013969,0.012031,0.010828,0.012469,0.012678
"[updateStatus] MySQL connection established.",0.150250,0.124500,0.121375,0.153656,0.178141,0.198063,0.169398,0.159613
"[updateStatus] SELECT table_name FROM table_registry WHERE id = :job_id FOR UPDATE /",0.243000,0.371125,0.497688,20.692625,51.756516,67.488855,256.225669,3.471563
"[updateStatus] UPDATE `matrix` SET status = :status WHERE id = :sub_job_id /",0.240000,0.223125,0.223375,4.714812,4.049687,9.235195,6.200371,0.687891
"[updateStatus] SELECT COUNT_RECORDS FROM matrix /",,,,,,,,
"[updateStatus] UPDATE table_registry SET status = :status WHERE id = :job_id /",0.249500,0.179000,0.188687,0.182344,0.173469,0.169797,0.183309,0.178531
"updateStatus completed.",37.292500,21.064750,36.332687,153.412313,400.488031,533.946778,370.921744,153.867578
"Write file completed.",37.681750,21.352000,36.734000,153.904750,482.009844,603.314185,258.020774,180.078576
"[getGroupStatus] MySQL connection established.",0.111500,0.068000,0.086812,0.112062,0.113344,0.099180,0.102438,0.081957
"[getGroupStatus] SELECT table_name FROM table_registry WHERE id = :job_id /",0.233500,0.236250,0.261750,0.292781,0.337438,0.349625,0.366930,0.269635
"[getGroupStatus] SELECT status FROM `matrix` WHERE group_id = :group_id /",0.186250,0.198500,0.242125,11.474563,0.527266,93.090148,13.345184,1.281537
"getGroupStatus completed.",0.654750,0.614125,0.742125,12.051219,1.228516,94.258859,14.805020,1.812051
"Merge request completed.",3.473000,4.407000,4.642250,4.032000,14.715696,8.879071,10.449000,16.005000
"Majority request completed.",2.413000,2.580000,3.003000,1.987000,177.284000,1.546000,1.766000,1.878000
"Program completed. Total",43.869500,27.842875,43.086875,186.188031,500.933516,737.311571,251.044325,185.689668
